corrupcao,sexo2,idade1,rendaf,escola,Ljato,partido2,AvalTemer,denunciaTemer
Corrupcao,Masculino,24,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,62,1,1,Ira_diminuir,1,.,Sim_deveria
Incompetencia,Masculino,52,4,2,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,40,1,2,Continuara_igual,0,0,Nao_deveria
.,Feminino,51,3,2,Ira_aumentar,1,.,.
Incompetencia,Feminino,53,1,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,45,1,5,Ira_diminuir,0,1,Sim_deveria
Corrupcao,Masculino,26,4,7,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,18,4,4,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,42,4,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,37,3,7,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,52,5,5,Ira_diminuir,0,4,Sim_deveria
Corrupcao,Feminino,43,2,2,Continuara_igual,.,5,Sim_deveria
Incompetencia,Masculino,31,1,2,Continuara_igual,1,8,Sim_deveria
Incompetencia,Feminino,23,3,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,49,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,24,2,5,Continuara_igual,0,7,Sim_deveria
Corrupcao,Feminino,30,1,2,Continuara_igual,0,9,Sim_deveria
Corrupcao,Masculino,40,4,6,Ira_diminuir,1,7,Sim_deveria
Incompetencia,Masculino,63,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,17,2,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,23,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,39,2,5,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,27,1,6,Continuara_igual,1,7,Sim_deveria
Corrupcao,Feminino,32,3,7,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,39,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,49,3,4,Continuara_igual,0,7,Sim_deveria
Incompetencia,Feminino,27,1,5,Ira_aumentar,1,7,Sim_deveria
Corrupcao,Masculino,16,1,4,Ira_aumentar,0,5,Sim_deveria
Corrupcao,Feminino,23,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,38,1,1,Continuara_igual,0,5,Sim_deveria
Corrupcao,Masculino,43,3,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,42,3,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,48,1,1,Continuara_igual,0,4,Sim_deveria
Corrupcao,Masculino,24,1,6,Continuara_igual,1,2,Sim_deveria
Incompetencia,Masculino,51,2,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,54,1,1,Ira_aumentar,1,10,Sim_deveria
Corrupcao,Feminino,60,1,3,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,70,2,5,Ira_diminuir,1,4,.
Corrupcao,Feminino,25,2,3,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,37,1,7,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,26,3,5,Ira_aumentar,1,5,Sim_deveria
Corrupcao,Feminino,36,1,5,Continuara_igual,0,10,Sim_deveria
Incompetencia,Masculino,47,1,2,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,40,3,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,72,1,7,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,16,3,4,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Masculino,43,2,3,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,33,2,3,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,38,3,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,57,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,71,2,5,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,45,.,3,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,35,.,3,Ira_aumentar,0,10,.
Corrupcao,Feminino,17,2,4,Continuara_igual,1,4,Nao_deveria
Corrupcao,Feminino,47,2,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,25,4,6,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,19,3,6,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,30,1,5,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Feminino,38,4,4,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,59,5,8,Continuara_igual,1,10,Sim_deveria
Corrupcao,Masculino,57,1,2,Ira_aumentar,0,5,Sim_deveria
Incompetencia,Feminino,57,1,3,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,50,3,2,Continuara_igual,0,2,Sim_deveria
Corrupcao,Feminino,47,1,1,.,.,3,.
Incompetencia,Feminino,30,1,7,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,30,3,7,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,47,3,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,51,1,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,47,1,2,Continuara_igual,0,7,Sim_deveria
Corrupcao,Feminino,75,3,2,Ira_diminuir,.,10,Nao_deveria
Incompetencia,Masculino,57,3,1,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Feminino,16,3,4,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,39,5,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,30,2,5,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,43,2,5,Ira_diminuir,1,6,Sim_deveria
Corrupcao,Masculino,20,.,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,28,1,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,52,1,2,Continuara_igual,0,6,Sim_deveria
Corrupcao,Feminino,54,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,56,4,5,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Feminino,45,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,70,4,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,26,3,6,Continuara_igual,1,0,Sim_deveria
.,Feminino,39,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,51,1,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,34,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,48,2,4,Continuara_igual,0,4,Sim_deveria
Corrupcao,Feminino,50,4,3,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,22,3,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,68,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,33,4,7,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,68,3,7,Ira_diminuir,0,3,Sim_deveria
Incompetencia,Feminino,52,.,5,.,1,5,.
Incompetencia,Masculino,30,3,7,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,29,3,2,Ira_aumentar,0,1,Sim_deveria
Corrupcao,Feminino,46,1,1,Continuara_igual,.,8,Sim_deveria
Corrupcao,Masculino,18,1,4,Ira_diminuir,0,1,Sim_deveria
Incompetencia,Feminino,27,1,5,Continuara_igual,1,8,Sim_deveria
Corrupcao,Feminino,68,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,42,1,5,Ira_diminuir,1,5,Sim_deveria
Incompetencia,Feminino,39,1,4,Continuara_igual,1,4,Sim_deveria
.,Masculino,74,.,1,Ira_aumentar,0,0,.
Corrupcao,Feminino,42,2,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,55,1,1,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Masculino,22,2,4,Ira_aumentar,1,5,Sim_deveria
Incompetencia,Feminino,59,.,2,Ira_diminuir,0,0,.
Corrupcao,Feminino,20,1,5,Ira_aumentar,1,6,Sim_deveria
Corrupcao,Feminino,54,1,2,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,41,.,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,23,1,5,Ira_diminuir,.,7,Sim_deveria
Corrupcao,Masculino,23,2,6,Continuara_igual,0,4,Sim_deveria
Corrupcao,Feminino,25,1,3,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,40,2,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,16,2,4,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,34,.,6,.,1,0,.
Corrupcao,Feminino,45,.,5,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,59,.,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,34,2,5,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,35,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,38,2,6,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,28,1,5,Continuara_igual,0,8,Nao_deveria
Incompetencia,Feminino,41,2,2,Continuara_igual,1,5,.
Incompetencia,Masculino,48,.,2,Ira_diminuir,1,8,Sim_deveria
Corrupcao,Masculino,52,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,40,1,5,Ira_diminuir,0,8,Sim_deveria
Corrupcao,Feminino,47,4,7,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,22,1,6,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,61,1,1,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,30,2,3,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Masculino,64,1,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,48,2,3,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,26,1,6,Continuara_igual,0,3,Sim_deveria
Corrupcao,Masculino,59,1,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,25,.,2,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,46,1,3,Continuara_igual,0,5,Sim_deveria
Incompetencia,Masculino,48,3,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,26,2,5,.,0,2,Sim_deveria
Corrupcao,Feminino,79,.,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,52,1,5,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,42,1,3,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,40,1,2,Continuara_igual,.,7,Sim_deveria
Corrupcao,Feminino,68,1,4,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,79,1,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,34,1,2,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,37,3,4,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,42,1,5,Ira_diminuir,.,3,Sim_deveria
Incompetencia,Feminino,18,.,2,Ira_aumentar,0,1,Sim_deveria
Incompetencia,Masculino,25,2,2,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,57,3,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,66,.,3,Continuara_igual,0,2,Sim_deveria
Incompetencia,Masculino,27,1,1,Ira_aumentar,1,10,Sim_deveria
Incompetencia,Masculino,16,6,5,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Feminino,46,1,1,.,0,0,Sim_deveria
.,Masculino,41,1,5,Ira_diminuir,1,0,.
Incompetencia,Feminino,83,.,2,Ira_diminuir,1,8,Nao_deveria
Incompetencia,Feminino,30,1,5,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,70,1,1,Ira_aumentar,1,9,Nao_deveria
Incompetencia,Feminino,47,3,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,57,.,3,Ira_diminuir,1,7,Sim_deveria
Incompetencia,Masculino,25,1,3,Ira_diminuir,1,1,Sim_deveria
Corrupcao,Masculino,52,3,3,Ira_aumentar,1,5,Nao_deveria
.,Masculino,52,2,2,Ira_aumentar,1,9,Nao_deveria
Corrupcao,Masculino,52,1,2,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,49,.,1,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Feminino,17,2,4,Ira_aumentar,0,2,Sim_deveria
Incompetencia,Masculino,28,1,5,Continuara_igual,.,7,.
Corrupcao,Masculino,40,2,5,Ira_diminuir,0,4,Sim_deveria
Corrupcao,Masculino,51,2,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,46,1,5,Ira_diminuir,.,10,Nao_deveria
Corrupcao,Masculino,49,6,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,38,2,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,72,.,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,25,3,6,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,28,1,5,Ira_diminuir,1,8,Sim_deveria
Incompetencia,Masculino,70,1,2,Ira_diminuir,0,6,Sim_deveria
Corrupcao,Masculino,49,4,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,47,2,5,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,52,2,2,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,57,.,2,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,29,2,5,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,19,1,4,Ira_aumentar,0,0,Sim_deveria
Incompetencia,Feminino,26,2,6,Continuara_igual,1,3,Nao_deveria
Incompetencia,Masculino,23,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,19,1,5,Ira_diminuir,.,0,Sim_deveria
Corrupcao,Masculino,59,4,6,Ira_diminuir,.,10,Nao_deveria
Corrupcao,Feminino,50,1,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,64,3,3,Ira_diminuir,1,6,Sim_deveria
.,Feminino,64,1,1,Continuara_igual,1,9,.
Corrupcao,Feminino,28,.,5,.,1,0,.
Corrupcao,Masculino,48,4,5,Continuara_igual,1,3,Nao_deveria
Corrupcao,Masculino,28,2,2,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Masculino,23,2,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,16,3,4,Ira_aumentar,0,4,.
Corrupcao,Masculino,47,2,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,16,1,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,16,2,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,35,3,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,37,3,6,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,46,4,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,49,1,2,Continuara_igual,1,0,Nao_deveria
Corrupcao,Masculino,19,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,71,1,1,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Masculino,35,1,5,Continuara_igual,0,5,Sim_deveria
Corrupcao,Feminino,53,3,5,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,18,1,4,Ira_diminuir,1,3,.
Corrupcao,Masculino,49,4,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,43,2,3,Ira_aumentar,0,4,Sim_deveria
Corrupcao,Feminino,17,1,4,Continuara_igual,1,7,Sim_deveria
Corrupcao,Feminino,25,1,4,Ira_diminuir,.,0,Sim_deveria
Incompetencia,Masculino,30,1,5,Continuara_igual,0,2,Sim_deveria
Corrupcao,Feminino,18,2,4,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Feminino,16,1,4,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,55,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,38,1,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,64,1,1,.,0,10,Nao_deveria
Corrupcao,Feminino,18,1,4,Ira_aumentar,.,2,Sim_deveria
Incompetencia,Feminino,18,1,2,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Masculino,64,.,5,Ira_diminuir,1,7,Nao_deveria
.,Masculino,48,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,51,1,5,Ira_aumentar,0,1,Sim_deveria
Incompetencia,Feminino,36,1,3,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,19,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,37,2,5,Ira_diminuir,0,1,Sim_deveria
Incompetencia,Feminino,23,2,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,36,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,35,1,4,Ira_diminuir,0,3,Sim_deveria
Corrupcao,Feminino,25,1,7,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,46,1,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,17,2,4,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,30,2,7,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,34,4,7,Ira_diminuir,1,5,Nao_deveria
Incompetencia,Feminino,48,1,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,62,2,4,Ira_diminuir,1,6,Sim_deveria
Incompetencia,Masculino,37,.,2,Ira_aumentar,1,0,Sim_deveria
Incompetencia,Masculino,52,2,1,Continuara_igual,0,2,Sim_deveria
Corrupcao,Masculino,36,1,4,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,38,2,5,Ira_diminuir,0,4,Sim_deveria
Corrupcao,Feminino,31,3,7,Continuara_igual,0,2,Sim_deveria
Corrupcao,Masculino,55,2,5,Continuara_igual,1,6,Nao_deveria
Corrupcao,Feminino,32,3,7,Continuara_igual,1,4,Sim_deveria
Corrupcao,Feminino,22,1,4,Ira_aumentar,1,4,Sim_deveria
Incompetencia,Masculino,20,1,2,Continuara_igual,0,2,Sim_deveria
Corrupcao,Feminino,47,3,5,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,51,2,2,Continuara_igual,0,8,Sim_deveria
Corrupcao,Feminino,59,2,6,Continuara_igual,1,3,Sim_deveria
Incompetencia,Masculino,40,3,5,Ira_aumentar,0,6,Sim_deveria
Incompetencia,Masculino,49,2,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,69,2,1,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,45,2,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,80,1,1,Ira_diminuir,1,.,.
Corrupcao,Feminino,53,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,26,1,1,Continuara_igual,.,0,Sim_deveria
Corrupcao,Feminino,56,1,5,Ira_diminuir,1,2,Sim_deveria
.,Feminino,50,1,1,.,0,.,.
Corrupcao,Feminino,66,1,2,Continuara_igual,1,5,Sim_deveria
Incompetencia,Masculino,17,4,4,Continuara_igual,0,3,Sim_deveria
Corrupcao,Feminino,35,2,7,Ira_diminuir,1,5,Sim_deveria
Corrupcao,Masculino,25,4,4,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,16,.,4,Continuara_igual,1,3,Sim_deveria
Corrupcao,Feminino,67,1,2,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,44,1,5,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,32,2,5,Ira_diminuir,1,2,Sim_deveria
Incompetencia,Feminino,67,3,1,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,28,1,2,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,27,1,4,Ira_diminuir,1,6,Sim_deveria
Incompetencia,Masculino,68,2,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,41,1,7,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,24,4,5,Continuara_igual,1,7,.
Incompetencia,Feminino,42,1,4,Ira_diminuir,1,7,Sim_deveria
Corrupcao,Feminino,28,3,8,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,64,5,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,47,1,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,69,1,3,Ira_diminuir,1,7,Nao_deveria
Incompetencia,Masculino,53,1,3,.,0,8,Sim_deveria
Corrupcao,Feminino,75,1,7,Continuara_igual,.,0,Sim_deveria
Incompetencia,Feminino,40,1,3,Continuara_igual,0,1,Sim_deveria
Incompetencia,Masculino,32,2,3,Ira_diminuir,1,8,Sim_deveria
Corrupcao,Masculino,24,3,5,Ira_diminuir,1,0,Sim_deveria
.,Masculino,71,1,1,Continuara_igual,0,0,Sim_deveria
Incompetencia,Masculino,41,1,3,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,48,2,4,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,53,1,1,Continuara_igual,1,5,Sim_deveria
Incompetencia,Masculino,19,.,4,Ira_diminuir,1,8,Sim_deveria
Incompetencia,Feminino,52,.,1,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Masculino,55,2,7,Ira_aumentar,1,0,Sim_deveria
Corrupcao,Feminino,24,3,6,Continuara_igual,1,4,Sim_deveria
Corrupcao,Masculino,41,4,7,Ira_diminuir,0,4,Nao_deveria
Corrupcao,Masculino,65,.,4,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,41,4,7,Ira_diminuir,1,3,Sim_deveria
Corrupcao,Feminino,37,.,5,Continuara_igual,1,3,Sim_deveria
Corrupcao,Masculino,26,3,7,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,32,5,8,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Feminino,62,2,5,Ira_aumentar,1,1,Sim_deveria
Corrupcao,Feminino,23,2,7,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Masculino,17,2,6,Ira_diminuir,.,1,Sim_deveria
Corrupcao,Masculino,17,3,4,Ira_diminuir,1,4,Sim_deveria
Corrupcao,Feminino,39,4,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,35,4,8,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,63,2,1,.,0,0,Sim_deveria
Incompetencia,Feminino,34,2,5,Continuara_igual,1,5,Sim_deveria
Corrupcao,Feminino,46,1,2,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,38,2,6,Ira_diminuir,0,5,Sim_deveria
Corrupcao,Masculino,25,1,6,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,24,1,6,Ira_aumentar,0,5,Sim_deveria
Corrupcao,Masculino,37,1,5,Continuara_igual,1,1,Sim_deveria
Corrupcao,Masculino,17,3,4,Continuara_igual,1,3,Nao_deveria
Corrupcao,Masculino,51,2,3,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,58,3,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,19,5,5,Ira_diminuir,1,8,Nao_deveria
Corrupcao,Masculino,34,4,8,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,43,1,2,Ira_diminuir,1,0,Sim_deveria
.,Feminino,53,.,3,Ira_diminuir,1,5,Nao_deveria
Corrupcao,Masculino,49,4,5,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,19,2,5,Continuara_igual,1,0,Nao_deveria
Incompetencia,Feminino,56,2,3,Continuara_igual,0,0,Sim_deveria
Corrupcao,Masculino,43,2,5,Continuara_igual,1,5,Nao_deveria
Corrupcao,Feminino,26,2,7,Continuara_igual,1,2,Sim_deveria
Corrupcao,Feminino,47,1,2,Ira_diminuir,.,9,Sim_deveria
Incompetencia,Masculino,18,3,5,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,40,2,7,Continuara_igual,1,6,Sim_deveria
Corrupcao,Masculino,23,2,5,Ira_aumentar,0,5,Sim_deveria
Incompetencia,Masculino,16,3,5,Ira_aumentar,1,10,Nao_deveria
Corrupcao,Feminino,18,1,6,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,48,3,2,Continuara_igual,1,5,Sim_deveria
Corrupcao,Masculino,51,1,5,Ira_diminuir,0,0,Sim_deveria
Corrupcao,Feminino,43,3,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,25,3,7,Ira_aumentar,0,5,Sim_deveria
Corrupcao,Feminino,27,2,6,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,62,1,1,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,40,3,7,Ira_diminuir,1,.,Sim_deveria
Corrupcao,Masculino,24,1,4,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,49,5,7,Continuara_igual,0,0,Sim_deveria
Incompetencia,Feminino,44,1,3,Ira_diminuir,1,5,.
.,Feminino,60,1,1,Continuara_igual,1,.,.
Corrupcao,Feminino,34,2,5,Ira_diminuir,1,0,Sim_deveria
.,Masculino,29,1,2,Ira_aumentar,0,0,Sim_deveria
Corrupcao,Masculino,34,3,7,Continuara_igual,0,3,Sim_deveria
Incompetencia,Masculino,38,5,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,30,.,4,Continuara_igual,0,7,Nao_deveria
Corrupcao,Feminino,39,1,3,Continuara_igual,1,0,Sim_deveria
Incompetencia,Masculino,76,2,2,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,41,2,6,Ira_diminuir,1,4,Sim_deveria
Incompetencia,Feminino,34,1,4,Continuara_igual,1,5,Nao_deveria
Corrupcao,Masculino,70,2,2,Ira_diminuir,1,3,Sim_deveria
Incompetencia,Masculino,20,3,5,Continuara_igual,1,2,Sim_deveria
Incompetencia,Feminino,64,1,6,.,1,.,Sim_deveria
Incompetencia,Feminino,35,1,2,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Masculino,55,1,2,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,32,1,5,Ira_diminuir,1,2,Sim_deveria
Corrupcao,Feminino,48,1,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Feminino,80,.,1,Continuara_igual,1,5,Nao_deveria
Corrupcao,Masculino,39,4,5,Continuara_igual,1,2,Sim_deveria
Corrupcao,Masculino,67,1,5,Ira_aumentar,1,2,Sim_deveria
Corrupcao,Feminino,56,2,5,Continuara_igual,.,0,Sim_deveria
Corrupcao,Masculino,26,.,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,34,1,5,Continuara_igual,0,0,Sim_deveria
Corrupcao,Feminino,48,1,5,Continuara_igual,1,0,Sim_deveria
Incompetencia,Feminino,25,1,5,Continuara_igual,1,0,Sim_deveria
Corrupcao,Masculino,59,1,1,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,23,1,6,Continuara_igual,1,0,Sim_deveria
Corrupcao,Feminino,36,2,5,Ira_diminuir,1,0,Sim_deveria
Incompetencia,Masculino,16,1,4,Ira_diminuir,0,5,Sim_deveria
Incompetencia,Feminino,46,.,7,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,34,1,5,Ira_diminuir,0,0,Sim_deveria
Incompetencia,Feminino,28,1,6,Ira_diminuir,1,0,Sim_deveria
Corrupcao,Feminino,35,1,5,Continuara_igual,1,4,Sim_deveria
Incompetencia,Masculino,37,1,5,Continuara_igual,1,0,Sim_deveria
